"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Galarian Weezing","Tackle","Sludge","9.345","244.7","21.14","2293"
"Regice","Lock-On","Thunder","8.114","374","21.14","3122"
"Shadow Charmeleon","Ember","Flame Burst","11.018","149.1","21.13","1653"
"Banette","Hex","Thunder","10.357","179.4","21.13","2298"
"Butterfree","Confusion","Bug Buzz","10.27","184.2","21.13","1827"
"Graveler","Mud Shot","Rock Slide","9.99","199.8","21.13","1897"
"Lopunny","Pound","Focus Blast","9.375","242","21.13","2059"
"Weezing","Tackle","Thunderbolt","9.34","244.6","21.13","2293"
"Forretress","Struggle Bug","Return","9.035","270.4","21.13","2282"
"Jellicent","Bubble","Bubble Beam","8.875","285.3","21.13","2338"
"Muk","Infestation","Thunder Punch","8.872","285.5","21.13","2757"
"Galvantula","Fury Cutter","Cross Poison","10.174","188.8","21.12","2206"
"Shadow Exploud","Astonish","Fire Blast","9.786","212.5","21.12","2347"
"Exploud","Bite","Fire Blast","9.348","243.5","21.12","2347"
"Probopass","Rock Throw","Magnet Bomb","8.734","298.8","21.12","2080"
"Pelipper","Wing Attack","Blizzard","9.714","216.6","21.11","2127"
"Claydol","Extrasensory","Earth Power","9.112","262.3","21.11","1971"
"Trumbeak","Peck","Sky Attack","11.143","143.2","21.1","1478"
"Shadow Arbok","Bite","Dark Pulse","10.466","172.9","21.1","1921"
"Fearow","Peck","Aerial Ace","10.206","186.6","21.1","1997"
"Electrode","Spark","Foul Play","9.723","215.7","21.1","2099"
"Mega Mawile","Astonish","Iron Head","9.488","232.2","21.1","2380"
"Slurpuff","Charm","Draining Kiss","9.374","240.9","21.1","2199"
"Klinklang","Charge Beam","Zap Cannon","9.255","250","21.1","2637"
"Mew","Struggle Bug","Low Sweep","8.528","319.6","21.1","3265"
"Cresselia","Confusion","Aurora Beam","7.855","409.3","21.1","2857"
"Weepinbell","Razor Leaf","Seed Bomb","11.058","146.2","21.09","1611"
"Basculin","Tackle","Muddy Water","10.142","189.5","21.09","2090"
"Shadow Forretress","Bug Bite","Rock Tomb","9.439","235.4","21.09","2282"
"Shadow Alolan Raticate","Bite","Crunch","10.078","193","21.08","1705"
"Dartrix","Razor Leaf","Brave Bird","9.792","210.3","21.08","1725"
"Rapidash","Low Kick","Heat Wave","9.75","213.2","21.08","2461"
"Nidoking","Poison Jab","Sand Tomb","9.482","231.8","21.08","2567"
"Whimsicott","Charm","Moonblast","9.672","217.9","21.07","2014"
"Miltank","Tackle","Ice Beam","8.768","292.4","21.07","2354"
"Shadow Charmeleon","Scratch","Flame Burst","10.98","148.6","21.06","1653"
"Shadow Metang","Zen Headbutt","Psyshock","10.118","190","21.06","1721"
"Zweilous","Bite","Dragon Pulse","9.974","198.3","21.06","1839"
"Zweilous","Dragon Breath","Dragon Pulse","9.974","198.3","21.06","1839"
"Shadow Hypno","Confusion","Thunder Punch","9.36","239.8","21.06","2090"
"Klinklang","Charge Beam","Flash Cannon","9.235","249.5","21.06","2637"
"Steelix","Thunder Fang","Return","8.426","328.9","21.06","2414"
"Murkrow","Peck","Foul Play","11.302","136","21.05","1562"
"Grotle","Razor Leaf","Return","9.776","210.1","21.05","1890"
"Talonflame","Fire Spin","Flame Charge","9.541","226.2","21.05","2205"
"Shadow Alolan Sandslash","Powder Snow","Bulldoze","9.529","226.8","21.05","2432"
"Shadow Pupitar","Bite","Dig","10.52","168.4","21.04","1766"
"Braixen","Ember","Flamethrower","10.377","175.4","21.04","1813"
"Primeape","Low Kick","Night Slash","10.09","190.7","21.04","2288"
"Girafarig","Confusion","Mirror Coat","10.051","193","21.04","2046"
"Luxray","Hidden Power (Fire)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Fighting)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Water)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Flying)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Grass)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Poison)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Ground)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Psychic)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Rock)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Ice)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Bug)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Dragon)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Ghost)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Dark)","Psychic Fangs","9.473","230.4","21.04","2888"
"Luxray","Hidden Power (Steel)","Psychic Fangs","9.473","230.4","21.04","2888"
"Torracat","Ember","Flamethrower","10.762","156.9","21.03","1710"
"Kubfu","Counter","Close Combat","10.687","160.1","21.03","1697"
"Hisuian Sneasel","Rock Smash","Close Combat","10.211","183.7","21.03","2051"
"Marshtomp","Mud Shot","Surf","10.048","193","21.03","1776"
"Octillery","Mud Shot","Gunk Shot","9.798","207.9","21.03","2315"
"Mew","Volt Switch","Low Sweep","8.499","318.5","21.03","3265"
"Frogadier","Pound","Surf","10.82","154","21.02","1636"
"Mawile","Fairy Wind","Play Rough","10.435","171.7","21.02","1634"
"Machoke","Low Kick","Brick Break","9.949","198.1","21.02","2031"
"Whimsicott","Razor Leaf","Moonblast","9.646","217.4","21.02","2014"
"Pinsir","Fury Cutter","Vise Grip","9.46","230.2","21.01","2959"
"Gourgeist - Small Size","Hex","Foul Play","9.293","243","21.01","2254"
"Decidueye","Astonish","Shadow Sneak","9.21","249.2","21.01","2775"
"Whiscash","Water Gun","Mud Bomb","9.148","254.5","21.01","2075"
"Ferrothorn","Metal Claw","Thunder","8.831","283","21.01","2321"
"Mightyena","Fire Fang","Crunch","10.049","191.7","21","1926"
"Raichu","Charm","Thunder","9.982","195.5","21","2182"
"Quagsire","Mud Shot","Earthquake","9.361","237.1","21","1992"
"Indeedee (Female)","Extrasensory","Energy Ball","9.315","240.6","21","2397"
"Raticate","Quick Attack","Hyper Beam","10.304","177.3","20.99","1730"
"Manectric","Thunder Fang","Psychic Fangs","10.129","186.7","20.99","2340"
"Vespiquen","Fury Cutter","X-Scissor","9.243","245.9","20.99","2005"
"Gastly","Lick","Sludge Bomb","13.064","87","20.98","1229"
"Charmeleon","Fire Fang","Return","10.449","169.7","20.98","1653"
"Watchog","Low Kick","Return","10.163","184.6","20.98","1819"
"Maractus","Poison Jab","Aerial Ace","9.958","196.4","20.98","2274"
"Vigoroth","Counter","Body Slam","9.605","218.6","20.98","1968"
"Mega Mawile","Fairy Wind","Power-Up Punch","9.433","230.8","20.98","2380"
"Purugly","Shadow Claw","Play Rough","9.991","194","20.97","1953"
"Furret","Quick Attack","Hyper Beam","9.834","203.5","20.97","1758"
"Rotom Fan","Astonish","Thunder","9.408","232.2","20.97","2579"
"Rotom Frost","Astonish","Thunder","9.408","232.2","20.97","2579"
"Rotom Heat","Astonish","Thunder","9.408","232.2","20.97","2579"
"Rotom Mow","Astonish","Thunder","9.408","232.2","20.97","2579"
"Rotom Wash","Astonish","Thunder","9.408","232.2","20.97","2579"
"Quagsire","Water Gun","Sludge Bomb","9.347","236.7","20.97","1992"
"Mandibuzz","Air Slash","Foul Play","8.379","328.8","20.97","2138"
"Girafarig","Confusion","Psychic Fangs","10.014","192.3","20.96","2046"
"Metang","Metal Claw","Psychic","9.621","216.8","20.96","1721"
"Sawsbuck","Take Down","Hyper Beam","9.579","219.4","20.96","2416"
"Dracozolt","Thunder Shock","Ancient Power","9.132","253.2","20.96","2621"
"Blastoise","Water Gun","Flash Cannon","8.863","277.2","20.96","2466"
"Alomomola","Hidden Power (Water)","Hydro Pump","8.571","306.5","20.96","2169"
"Uxie","Extrasensory","Thunder","8.4","325.6","20.96","2524"
"Shadow Staravia","Wing Attack","Brave Bird","11.739","119.1","20.95","1299"
"Castform","Tackle","Weather Ball","9.908","198","20.95","1632"
"Castform (Rainy)","Water Gun","Weather Ball Water","9.908","198","20.95","1632"
"Carnivine","Vine Whip","Crunch","9.868","200.6","20.95","2159"
"Aromatisse","Charge Beam","Thunderbolt","9.141","252.3","20.95","2341"
"Tornadus (Therian Forme)","Astonish","Heat Wave","9.049","260.1","20.95","3215"
"Miltank","Zen Headbutt","Body Slam","8.719","290.7","20.95","2354"
"Shadow Exploud","Bite","Disarming Voice","9.702","210.6","20.94","2347"
"Watchog","Low Kick","Hyper Fang","10.138","184.2","20.93","1819"
"Mightyena","Fire Fang","Play Rough","10.014","191","20.93","1926"
"Raichu","Volt Switch","Skull Bash","9.95","194.9","20.93","2182"
"Shadow Drifblim","Hex","Icy Wind","9.651","213.5","20.93","2382"
"Shadow Drapion","Ice Fang","Fell Stinger","9.511","223.2","20.93","2453"
"Shadow Pupitar","Bite","Ancient Power","10.458","167.4","20.92","1766"
"Parasect","Struggle Bug","Solar Beam","10.019","190.3","20.92","1859"
"Shadow Registeel","Rock Smash","Focus Blast","8.568","304.7","20.92","2447"
"Mudbray","Mud Slap","Bulldoze","10.204","180.1","20.91","1892"
"Galarian Stunfisk","Metal Claw","Flash Cannon","8.731","287.4","20.91","2162"
"Shadow Beedrill","Bug Bite","Aerial Ace","10.632","158.7","20.9","1846"
"Galarian Mr. Mime","Confusion","Psybeam","9.955","193.2","20.9","2068"
"Shadow Gligar","Fury Cutter","Aerial Ace","9.823","201.2","20.9","1857"
"Alolan Raticate","Quick Attack","Return","9.545","219.4","20.9","1705"
"Dusknoir","Hex","Ominous Wind","9.195","245.5","20.9","2388"
"Torracat","Bite","Flamethrower","10.69","155.8","20.89","1710"
"Minior (Core)","Take Down","Ancient Power","10.252","176.6","20.89","2292"
"Galvantula","Fury Cutter","Energy Ball","10.063","186.7","20.89","2206"
"Mr. Mime","Zen Headbutt","Psybeam","9.806","202.1","20.89","2228"
"Bronzong","Confusion","Payback","9.016","259.6","20.89","2239"
"Gourgeist - Large Size","Hex","Fire Blast","8.923","268.2","20.89","2521"
"Jellicent","Bubble","Ice Beam","8.772","282","20.89","2338"
"Luxio","Bite","Wild Charge","11","142.7","20.88","1486"
"Braixen","Scratch","Flamethrower","10.296","174.1","20.88","1813"
"Cherrim (Sunshine Form)","Bullet Seed","Weather Ball Fire","9.662","210.6","20.88","2048"
"Alolan Sandslash","Metal Claw","Bulldoze","9.033","258","20.88","2432"
"Shadow Bellsprout","Acid","Power Whip","12.983","86.7","20.87","1033"
"Weepinbell","Acid","Return","10.943","144.6","20.87","1611"
"Shadow Porygon","Tackle","Discharge","10.513","163.4","20.87","1720"
"Emolga","Thunder Shock","Thunderbolt","10.459","165.9","20.87","1633"
"Shadow Misdreavus","Astonish","Ominous Wind","10.338","171.8","20.87","1926"
"Butterfree","Bug Bite","Signal Beam","10.143","181.9","20.87","1827"
"Weezing","Infestation","Thunderbolt","9.224","241.6","20.87","2293"
"Drapion","Poison Sting","Aqua Tail","9.058","255.1","20.87","2453"
"Shadow Anorith","Scratch","Ancient Power","11.878","113","20.86","1529"
"Kingler","Metal Claw","Vise Grip","9.644","211.2","20.86","2829"
"Miltank","Rollout","Thunderbolt","8.681","289.5","20.86","2354"
"Masquerain","Infestation","Air Cutter","9.691","207.5","20.85","2270"
"Huntail","Bite","Crunch","9.665","209.5","20.85","2340"
"Hisuian Electrode","Tackle","Energy Ball","9.569","215.6","20.85","2149"
"Shadow Drifloon","Hex","Shadow Ball","11.151","136","20.84","1197"
"Fraxure","Iron Tail","Night Slash","10.226","176.3","20.84","2234"
"Dragonair","Dragon Breath","Dragon Pulse","10.146","180.6","20.84","1780"
"Alolan Raticate","Bite","Return","9.516","218.7","20.84","1705"
"Deoxys (Speed Forme)","Charge Beam","Psycho Boost","9.359","230","20.84","2879"
"Lanturn","Water Gun","Thunder","8.916","266.2","20.84","2085"
"Kangaskhan","Low Kick","Power-Up Punch","8.832","273.6","20.84","2586"
"Shadow Golbat","Bite","Air Cutter","10.017","187.3","20.83","1976"
"Shadow Metang","Metal Claw","Gyro Ball","10.006","187.9","20.83","1721"
"Alolan Graveler","Rock Throw","Rock Blast","9.85","197","20.83","1897"
"Graveler","Rock Throw","Rock Blast","9.85","197","20.83","1897"
"Shadow Hypno","Zen Headbutt","Ice Punch","9.257","237.2","20.83","2090"
"Alomomola","Waterfall","Blizzard","8.516","304.6","20.83","2169"
"Blissey","Zen Headbutt","Dazzling Gleam","7.329","478.2","20.83","2757"
"Weepinbell","Razor Leaf","Return","10.919","144.3","20.82","1611"
"Liepard","Charm","Return","10.604","157.6","20.82","1846"
"Beedrill","Infestation","X-Scissor","10.121","181.3","20.82","1846"
"Klefki","Astonish","Play Rough","9.607","212.1","20.82","1949"
"Probopass","Rock Throw","Return","8.609","294.5","20.82","2080"
"Rotom Mow","Thunder Shock","Ominous Wind","9.336","230.4","20.81","2579"
"Shadow Steelix","Thunder Fang","Crunch","8.712","283.4","20.81","2414"
"Piloswine","Ice Shard","Stone Edge","9.254","235.8","20.79","2345"
"Passimian","Take Down","Close Combat","8.948","260.8","20.79","3033"
"Relicanth","Zen Headbutt","Ancient Power","8.469","307.5","20.79","2528"
"Shadow Misdreavus","Hex","Dark Pulse","10.294","171","20.78","1926"
"Arbok","Dragon Tail","Gunk Shot","9.85","195.2","20.78","1921"
"Bellossom","Bullet Seed","Return","9.089","248.5","20.78","2281"
"Dragalge","Water Gun","Hydro Pump","9.08","249","20.78","2383"
"Hypno","Zen Headbutt","Shadow Ball","8.823","271.3","20.78","2090"
"Plusle","Spark","Grass Knot","10.23","173.8","20.77","1778"
"Raboot","Tackle","Flamethrower","10.183","176.1","20.77","1824"
"Camerupt","Rock Smash","Solar Beam","9.87","193.4","20.77","2193"
"Shadow Gligar","Wing Attack","Dig","9.764","200","20.77","1857"
"Cloyster","Ice Shard","Icy Wind","8.981","256.7","20.77","2547"
"Kangaskhan","Low Kick","Crunch","8.803","272.7","20.77","2586"
"Galvantula","Volt Switch","Lunge","10.001","185.6","20.76","2206"
"Shadow Alolan Raticate","Quick Attack","Crunch","9.925","190.1","20.76","1705"
"Octillery","Water Gun","Aurora Beam","9.672","205.2","20.76","2315"
"Wigglytuff","Pound","Ice Beam","9.522","215.1","20.76","1926"
"Hitmontop","Counter","Gyro Ball","9.439","221","20.76","2156"
"Shadow Mawile","Bite","Iron Head","10.78","147.8","20.75","1634"
"Mightyena","Thunder Fang","Return","9.926","189.4","20.75","1926"
"Masquerain","Infestation","Lunge","9.645","206.5","20.75","2270"
"Gurdurr","Low Kick","Stone Edge","9.58","211","20.75","2169"
"Seaking","Poison Jab","Ice Beam","9.47","218.3","20.75","2162"
"Politoed","Mud Shot","Ice Beam","8.875","265.3","20.75","2449"
"Shadow Persian","Scratch","Power Gem","10.444","162.3","20.74","1689"
"Sunflora","Bullet Seed","Petal Blizzard","9.76","199.1","20.74","2141"
"Galarian Weezing","Tackle","Hyper Beam","9.17","240.1","20.74","2293"
"Mandibuzz","Snarl","Dark Pulse","8.285","325.1","20.74","2138"
"Drakloak","Dragon Tail","Dragon Pulse","10.479","160.6","20.73","1651"
"Raticate","Bite","Return","10.18","175.2","20.73","1730"
"Hitmonchan","Rock Smash","Thunder Punch","9.532","213.2","20.73","2332"
"Torkoal","Fire Spin","Earthquake","8.989","254.3","20.73","2093"
"Dracovish","Dragon Breath","Ancient Power","8.798","271.1","20.73","2500"
"Ferrothorn","Metal Claw","Mirror Shot","8.712","279.2","20.73","2321"
"Gumshoos","Bite","Crunch","9.864","191.9","20.72","2185"
"Hisuian Qwilfish","Poison Sting","Ice Beam","9.738","199.7","20.72","2136"
"Venomoth","Bug Bite","Silver Wind","9.735","199.6","20.72","2082"
"Octillery","Mud Shot","Water Pulse","9.653","204.8","20.72","2315"
"Politoed","Mud Shot","Blizzard","8.862","264.9","20.72","2449"
"Electrode","Spark","Hyper Beam","9.541","211.6","20.71","2099"
"Bellossom","Bullet Seed","Dazzling Gleam","9.058","247.6","20.71","2281"
"Kangaskhan","Mud Slap","Brick Break","8.78","272","20.71","2586"
"Raichu","Charm","Skull Bash","9.838","192.7","20.7","2182"
"Electrode","Tackle","Return","9.538","211.6","20.7","2099"
"Shadow Hypno","Zen Headbutt","Fire Punch","9.202","235.8","20.7","2090"
"Poliwrath","Mud Shot","Ice Punch","8.796","269.7","20.7","2586"
"Forretress","Bug Bite","Mirror Shot","8.846","264.7","20.69","2282"
"Shadow Boldore","Mud Slap","Bulldoze","10.17","173.8","20.68","2029"
"Talonflame","Incinerate","Flame Charge","9.369","222.2","20.68","2205"
"Mega Mawile","Bite","Power-Up Punch","9.299","227.6","20.68","2380"
"Cryogonal","Ice Shard","Water Pulse","8.621","285.7","20.68","2798"
"Shadow Registeel","Rock Smash","Zap Cannon","8.468","301.2","20.68","2447"
"Shadow Dugtrio","Sucker Punch","Mud Bomb","11.349","124.9","20.67","1567"
"Whimsicott","Fairy Wind","Moonblast","9.488","213.8","20.67","2014"
"Turtonator","Fire Spin","Flash Cannon","9.059","245.8","20.67","2223"
"Eelektrik","Spark","Discharge","10.042","179.9","20.66","1715"
"Graveler","Mud Slap","Stone Edge","9.77","195.4","20.66","1897"
"Seaking","Poison Jab","Drill Run","9.431","217.4","20.66","2162"
"Stoutland","Take Down","Crunch","8.895","259","20.66","2827"
"Lanturn","Charge Beam","Hydro Pump","8.841","263.9","20.66","2085"
"Shadow Registeel","Rock Smash","Flash Cannon","8.46","300.9","20.66","2447"
"Shadow Grotle","Bite","Body Slam","10.037","179.8","20.65","1890"
"Vespiquen","Bug Bite","Signal Beam","9.091","241.8","20.65","2005"
"Shadow Bellsprout","Vine Whip","Sludge Bomb","12.839","85.8","20.64","1033"
"Rufflet","Wing Attack","Brave Bird","10.568","153.6","20.64","1491"
"Beedrill","Infestation","Return","10.031","179.7","20.64","1846"
"Amoonguss","Feint Attack","Return","8.958","252.7","20.64","2140"
"Liepard","Charm","Play Rough","10.508","156.2","20.63","1846"
"Electrode","Volt Switch","Foul Play","9.506","210.8","20.63","2099"
"Aromatisse","Charge Beam","Moonblast","9.002","248.4","20.63","2341"
"Claydol","Mud Slap","Earthquake","8.908","256.4","20.63","1971"
"Masquerain","Air Slash","Bubble Beam","9.586","205.3","20.62","2270"
"Seaking","Poison Jab","Megahorn","9.413","216.9","20.62","2162"
"Hitmontop","Rock Smash","Close Combat","9.373","219.5","20.62","2156"
"Shadow Persian","Scratch","Payback","10.378","161.3","20.61","1689"
"Mightyena","Thunder Fang","Crunch","9.861","188.1","20.61","1926"
"Hypno","Zen Headbutt","Future Sight","8.752","269.1","20.61","2090"
"Cranidos","Take Down","Ancient Power","11.339","123.2","20.59","1820"
"Sudowoodo","Counter","Earthquake","9.23","228.8","20.59","2148"
"Lopunny","Low Kick","Hyper Beam","9.133","235.8","20.59","2059"
"Arctovish","Powder Snow","Brine","8.739","269.3","20.59","2447"
"Alolan Persian","Scratch","Foul Play","9.902","184.7","20.58","1771"
"Shadow Alolan Marowak","Rock Smash","Shadow Bone","9.761","192.9","20.58","1835"
"Arbok","Bite","Gunk Shot","9.753","193.3","20.58","1921"
"Octillery","Lock-On","Water Pulse","9.59","203.5","20.58","2315"
"Mega Mawile","Astonish","Return","9.251","226.4","20.58","2380"
"Furfrou","Bite","Surf","9.227","228.4","20.58","2111"
"Claydol","Confusion","Earthquake","8.886","255.8","20.58","1971"
"Politoed","Mud Shot","Earthquake","8.802","263.1","20.58","2449"
"Stunfisk","Thunder Shock","Mud Bomb","8.592","282.8","20.58","2162"
"Seadra","Dragon Breath","Blizzard","9.841","188","20.57","2093"
"Quagsire","Water Gun","Mud Bomb","9.171","232.3","20.57","1992"
"Altaria","Dragon Breath","Dragon Pulse","8.834","259.5","20.57","2004"
"Jellicent","Hex","Bubble Beam","8.638","277.7","20.57","2338"
"Haunter","Astonish","Shadow Punch","11.021","133.4","20.56","1963"
"Shadow Alolan Grimer","Poison Jab","Gunk Shot","10.947","136.3","20.56","1374"
"Wormadam (Plant Cloak)","Bug Bite","Bug Buzz","9.387","215.9","20.56","1773"
"Wormadam (Sandy Cloak)","Bug Bite","Bug Buzz","9.387","215.9","20.56","1773"
"Throh","Zen Headbutt","Body Slam","8.555","285.7","20.56","2562"
"Arbok","Dragon Tail","Return","9.739","193","20.55","1921"
"Shadow Drifblim","Astonish","Icy Wind","9.473","209.6","20.55","2382"
